	Ch0	Gen
	18:31.0	18:31.0
	4.00E-05	4.00E-05
		
Time	Ch0	Gen
0.08524	9.97E-01	8.73E-01
0.08528	9.97E-01	8.73E-01
0.08532	9.97E-01	8.76E-01
0.08536	9.97E-01	8.75E-01
0.0854	9.98E-01	8.76E-01
0.08544	9.97E-01	8.78E-01
0.08548	9.97E-01	8.79E-01
0.08552	9.97E-01	8.80E-01
0.08556	9.97E-01	8.80E-01
0.0856	9.97E-01	8.82E-01
0.08564	9.97E-01	8.82E-01
0.08568	9.97E-01	8.83E-01
0.08572	9.97E-01	8.84E-01
0.08576	9.97E-01	8.85E-01
0.0858	9.97E-01	8.85E-01
0.08584	9.98E-01	8.87E-01
0.08588	9.97E-01	8.87E-01
0.08592	9.97E-01	8.88E-01
0.08596	9.98E-01	8.89E-01
0.086	9.96E-01	8.90E-01
0.08604	9.97E-01	8.91E-01
0.08608	9.97E-01	8.91E-01
0.08612	9.97E-01	8.93E-01
0.08616	9.97E-01	8.93E-01
0.0862	9.98E-01	8.94E-01
0.08624	9.97E-01	8.95E-01
0.08628	9.98E-01	8.96E-01
0.08632	9.98E-01	8.97E-01
0.08636	9.97E-01	8.97E-01
0.0864	9.97E-01	8.98E-01
0.08644	9.98E-01	8.99E-01
0.08648	9.96E-01	9.00E-01
0.08652	9.97E-01	9.01E-01
0.08656	9.97E-01	9.02E-01
0.0866	9.97E-01	9.02E-01
0.08664	9.98E-01	9.03E-01
0.08668	9.97E-01	9.04E-01
0.08672	9.97E-01	9.04E-01
0.08676	9.97E-01	9.05E-01
0.0868	9.97E-01	9.06E-01
0.08684	9.97E-01	9.05E-01
0.08688	9.98E-01	9.07E-01
0.08692	9.97E-01	9.08E-01
0.08696	9.97E-01	9.09E-01
0.087	9.97E-01	9.09E-01
0.08704	9.98E-01	9.10E-01
0.08708	9.97E-01	9.11E-01
0.08712	9.97E-01	9.11E-01
0.08716	9.98E-01	9.12E-01
0.0872	9.97E-01	9.13E-01
0.08724	9.98E-01	9.13E-01
0.08728	9.97E-01	9.14E-01
0.08732	9.97E-01	9.15E-01
0.08736	9.96E-01	9.15E-01
0.0874	9.98E-01	9.16E-01
0.08744	9.98E-01	9.17E-01
0.08748	9.96E-01	9.17E-01
0.08752	9.99E-01	9.18E-01
0.08756	9.98E-01	9.18E-01
0.0876	9.97E-01	9.19E-01
0.08764	9.98E-01	9.19E-01
0.08768	9.98E-01	9.20E-01
0.08772	9.97E-01	9.21E-01
0.08776	9.97E-01	9.21E-01
0.0878	9.98E-01	9.21E-01
0.08784	9.98E-01	9.22E-01
0.08788	9.97E-01	9.23E-01
0.08792	9.97E-01	9.24E-01
0.08796	9.97E-01	9.24E-01
0.088	9.97E-01	9.24E-01
0.08804	9.97E-01	9.26E-01
0.08808	9.97E-01	9.25E-01
0.08812	9.97E-01	9.26E-01
0.08816	9.97E-01	9.28E-01
0.0882	9.97E-01	9.28E-01
0.08824	9.96E-01	9.28E-01
0.08828	9.97E-01	9.29E-01
0.08832	9.97E-01	9.29E-01
0.08836	9.97E-01	9.30E-01
0.0884	9.97E-01	9.30E-01
0.08844	9.97E-01	9.30E-01
0.08848	9.98E-01	9.31E-01
0.08852	9.97E-01	9.32E-01
0.08856	9.97E-01	9.32E-01
0.0886	9.97E-01	9.33E-01
0.08864	9.97E-01	9.33E-01
0.08868	9.97E-01	9.34E-01
0.08872	9.96E-01	9.34E-01
0.08876	9.97E-01	9.35E-01
0.0888	9.97E-01	9.35E-01
0.08884	9.97E-01	9.36E-01
0.08888	9.98E-01	9.36E-01
0.08892	9.98E-01	9.37E-01
0.08896	9.97E-01	9.37E-01
0.089	9.97E-01	9.37E-01
0.08904	9.97E-01	9.38E-01
0.08908	9.97E-01	9.39E-01
0.08912	9.97E-01	9.39E-01
0.08916	9.98E-01	9.40E-01
0.0892	9.97E-01	9.40E-01
0.08924	9.98E-01	9.39E-01
0.08928	9.97E-01	9.41E-01
0.08932	9.97E-01	9.41E-01
0.08936	9.97E-01	9.41E-01
0.0894	9.98E-01	9.42E-01
0.08944	9.97E-01	9.42E-01
0.08948	9.97E-01	9.44E-01
0.08952	9.97E-01	9.44E-01
0.08956	9.97E-01	9.44E-01
0.0896	9.97E-01	9.44E-01
0.08964	9.97E-01	9.45E-01
0.08968	9.97E-01	9.45E-01
0.08972	9.97E-01	9.46E-01
0.08976	9.97E-01	9.46E-01
0.0898	9.97E-01	9.47E-01
0.08984	9.97E-01	9.47E-01
0.08988	9.97E-01	9.47E-01
0.08992	9.97E-01	9.47E-01
0.08996	9.98E-01	9.48E-01
0.09	9.97E-01	9.48E-01
0.09004	9.98E-01	9.48E-01
0.09008	9.97E-01	9.49E-01
0.09012	9.97E-01	9.49E-01
0.09016	9.97E-01	9.50E-01
0.0902	9.98E-01	9.50E-01
0.09024	9.97E-01	9.51E-01
0.09028	9.98E-01	9.50E-01
0.09032	9.97E-01	9.51E-01
0.09036	9.97E-01	9.50E-01
0.0904	9.97E-01	9.51E-01
0.09044	9.98E-01	9.52E-01
0.09048	9.99E-01	9.52E-01
0.09052	9.98E-01	9.53E-01
0.09056	9.96E-01	9.53E-01
0.0906	9.98E-01	9.53E-01
0.09064	9.97E-01	9.54E-01
0.09068	9.97E-01	9.54E-01
0.09072	9.97E-01	9.54E-01
0.09076	9.96E-01	9.55E-01
0.0908	9.98E-01	9.55E-01
0.09084	9.96E-01	9.55E-01
0.09088	9.98E-01	9.56E-01
0.09092	9.97E-01	9.56E-01
0.09096	9.97E-01	9.56E-01
0.091	9.97E-01	9.56E-01
0.09104	9.97E-01	9.58E-01
0.09108	9.97E-01	9.57E-01
0.09112	9.97E-01	9.58E-01
0.09116	9.97E-01	9.58E-01
0.0912	9.97E-01	9.58E-01
0.09124	9.97E-01	9.58E-01
0.09128	9.98E-01	9.59E-01
0.09132	9.97E-01	9.59E-01
0.09136	9.97E-01	9.59E-01
0.0914	9.97E-01	9.59E-01
0.09144	9.98E-01	9.60E-01
0.09148	9.98E-01	9.61E-01
0.09152	9.97E-01	9.60E-01
0.09156	9.98E-01	9.61E-01
0.0916	9.97E-01	9.61E-01
0.09164	9.97E-01	9.61E-01
0.09168	9.98E-01	9.62E-01
0.09172	9.97E-01	9.62E-01
0.09176	9.97E-01	9.62E-01
0.0918	9.97E-01	9.63E-01
0.09184	9.98E-01	9.62E-01
0.09188	9.97E-01	9.62E-01
0.09192	9.97E-01	9.64E-01
0.09196	9.97E-01	9.63E-01
0.092	9.97E-01	9.64E-01
0.09204	9.98E-01	9.63E-01
0.09208	9.98E-01	9.64E-01
0.09212	9.97E-01	9.64E-01
0.09216	9.98E-01	9.65E-01
0.0922	9.97E-01	9.65E-01
0.09224	9.97E-01	9.66E-01
0.09228	9.98E-01	9.66E-01
0.09232	9.97E-01	9.65E-01
0.09236	9.97E-01	9.65E-01
0.0924	9.98E-01	9.67E-01
0.09244	9.97E-01	9.67E-01
0.09248	9.97E-01	9.67E-01
0.09252	9.97E-01	9.66E-01
0.09256	9.97E-01	9.67E-01
0.0926	9.97E-01	9.67E-01
0.09264	9.97E-01	9.67E-01
0.09268	9.96E-01	9.68E-01
0.09272	9.97E-01	9.68E-01
0.09276	9.97E-01	9.68E-01
0.0928	9.97E-01	9.68E-01
0.09284	9.97E-01	9.69E-01
0.09288	9.97E-01	9.69E-01
0.09292	9.97E-01	9.69E-01
0.09296	9.98E-01	9.69E-01
0.093	9.98E-01	9.70E-01
0.09304	9.96E-01	9.70E-01
0.09308	9.97E-01	9.70E-01
0.09312	9.97E-01	9.70E-01
0.09316	9.97E-01	9.70E-01
0.0932	9.97E-01	9.71E-01
0.09324	9.97E-01	9.70E-01
0.09328	9.97E-01	9.71E-01
0.09332	9.97E-01	9.70E-01
0.09336	9.97E-01	9.72E-01
0.0934	9.97E-01	9.71E-01
0.09344	9.97E-01	9.72E-01
0.09348	9.97E-01	9.72E-01
0.09352	9.97E-01	9.72E-01
0.09356	9.97E-01	9.72E-01
0.0936	9.97E-01	9.72E-01
0.09364	9.98E-01	9.72E-01
0.09368	9.96E-01	9.72E-01
0.09372	9.97E-01	9.73E-01
0.09376	9.97E-01	9.74E-01
0.0938	9.97E-01	9.74E-01
0.09384	9.97E-01	9.73E-01
0.09388	9.97E-01	9.73E-01
0.09392	9.97E-01	9.74E-01
0.09396	9.97E-01	9.74E-01
0.094	9.97E-01	9.74E-01
0.09404	9.97E-01	9.75E-01
0.09408	9.97E-01	9.75E-01
0.09412	9.97E-01	9.75E-01
0.09416	9.97E-01	9.75E-01
0.0942	9.97E-01	9.74E-01
0.09424	9.98E-01	9.75E-01
0.09428	9.97E-01	9.76E-01
0.09432	9.97E-01	9.77E-01
0.09436	9.97E-01	9.76E-01
0.0944	9.97E-01	9.76E-01
0.09444	9.97E-01	9.76E-01
0.09448	9.97E-01	9.77E-01
0.09452	9.97E-01	9.77E-01
0.09456	9.97E-01	9.77E-01
0.0946	9.97E-01	9.77E-01
0.09464	9.98E-01	9.77E-01
0.09468	9.98E-01	9.77E-01
0.09472	9.97E-01	9.77E-01
0.09476	9.97E-01	9.77E-01
0.0948	9.97E-01	9.77E-01
0.09484	9.98E-01	9.77E-01
0.09488	9.97E-01	9.78E-01
0.09492	9.97E-01	9.78E-01
0.09496	9.97E-01	9.78E-01
0.095	9.97E-01	9.78E-01
0.09504	9.97E-01	9.78E-01
0.09508	9.96E-01	9.78E-01
0.09512	9.97E-01	9.79E-01
0.09516	9.97E-01	9.79E-01
0.0952	9.97E-01	9.79E-01
0.09524	9.97E-01	9.78E-01
0.09528	9.97E-01	9.79E-01
0.09532	9.97E-01	9.79E-01
0.09536	9.97E-01	9.80E-01
0.0954	9.98E-01	9.79E-01
0.09544	9.97E-01	9.80E-01
0.09548	9.97E-01	9.79E-01
0.09552	9.98E-01	9.79E-01
0.09556	9.98E-01	9.79E-01
0.0956	9.97E-01	9.80E-01
0.09564	9.98E-01	9.81E-01
0.09568	9.98E-01	9.81E-01
0.09572	9.97E-01	9.80E-01
0.09576	9.98E-01	9.81E-01
0.0958	9.97E-01	9.81E-01
0.09584	9.98E-01	9.81E-01
0.09588	9.98E-01	9.80E-01
0.09592	9.98E-01	9.81E-01
0.09596	9.97E-01	9.82E-01
0.096	9.97E-01	9.81E-01
0.09604	9.97E-01	9.81E-01
0.09608	9.98E-01	9.82E-01
0.09612	9.98E-01	9.81E-01
0.09616	9.98E-01	9.82E-01
0.0962	9.97E-01	9.81E-01
0.09624	9.97E-01	9.82E-01
0.09628	9.97E-01	9.83E-01
0.09632	9.97E-01	9.82E-01
0.09636	9.97E-01	9.82E-01
0.0964	9.97E-01	9.82E-01
0.09644	9.97E-01	9.82E-01
0.09648	9.97E-01	9.83E-01
0.09652	9.97E-01	9.82E-01
0.09656	9.97E-01	9.83E-01
0.0966	9.96E-01	9.83E-01
0.09664	9.97E-01	9.83E-01
0.09668	9.96E-01	9.83E-01
0.09672	9.97E-01	9.84E-01
0.09676	9.97E-01	9.84E-01
0.0968	9.97E-01	9.83E-01
0.09684	9.98E-01	9.84E-01
0.09688	9.97E-01	9.83E-01
0.09692	9.97E-01	9.84E-01
0.09696	9.98E-01	9.84E-01
0.097	9.97E-01	9.84E-01
0.09704	9.97E-01	9.83E-01
0.09708	9.98E-01	9.84E-01
0.09712	9.97E-01	9.83E-01
0.09716	9.97E-01	9.84E-01
0.0972	9.97E-01	9.84E-01
0.09724	9.98E-01	9.85E-01
0.09728	9.97E-01	9.85E-01
0.09732	9.97E-01	9.85E-01
0.09736	9.98E-01	9.85E-01
0.0974	9.97E-01	9.85E-01
0.09744	9.97E-01	9.85E-01
0.09748	9.97E-01	9.85E-01
0.09752	9.97E-01	9.84E-01
0.09756	9.97E-01	9.85E-01
0.0976	9.98E-01	9.85E-01
0.09764	9.97E-01	9.85E-01
0.09768	9.97E-01	9.85E-01
0.09772	9.98E-01	9.87E-01
0.09776	9.97E-01	9.86E-01
0.0978	9.97E-01	9.85E-01
0.09784	9.98E-01	9.86E-01
0.09788	9.97E-01	9.85E-01
0.09792	9.97E-01	9.86E-01
0.09796	9.97E-01	9.87E-01
0.098	9.97E-01	9.87E-01
0.09804	9.97E-01	9.86E-01
0.09808	9.97E-01	9.86E-01
0.09812	9.98E-01	9.86E-01
0.09816	9.98E-01	9.88E-01
0.0982	9.97E-01	9.86E-01
0.09824	9.98E-01	9.87E-01
0.09828	9.97E-01	9.87E-01
0.09832	9.97E-01	9.86E-01
0.09836	9.97E-01	9.87E-01
0.0984	9.96E-01	9.87E-01
0.09844	9.98E-01	9.87E-01
0.09848	9.98E-01	9.87E-01
0.09852	9.97E-01	9.87E-01
0.09856	9.98E-01	9.87E-01
0.0986	9.98E-01	9.87E-01
0.09864	9.98E-01	9.87E-01
0.09868	9.98E-01	9.87E-01
0.09872	9.97E-01	9.87E-01
0.09876	9.97E-01	9.88E-01
0.0988	9.97E-01	9.87E-01
0.09884	9.97E-01	9.88E-01
0.09888	9.98E-01	9.88E-01
0.09892	9.97E-01	9.88E-01
0.09896	9.98E-01	9.88E-01
0.099	9.98E-01	9.88E-01
0.09904	9.97E-01	9.89E-01
0.09908	9.97E-01	9.88E-01
0.09912	9.98E-01	9.88E-01
0.09916	9.98E-01	9.88E-01
0.0992	9.97E-01	9.88E-01
0.09924	9.98E-01	9.89E-01
0.09928	9.97E-01	9.88E-01
0.09932	9.97E-01	9.88E-01
0.09936	9.97E-01	9.88E-01
0.0994	9.97E-01	9.89E-01
0.09944	9.98E-01	9.89E-01
0.09948	9.98E-01	9.89E-01
0.09952	9.97E-01	9.89E-01
0.09956	9.96E-01	9.89E-01
0.0996	9.97E-01	9.89E-01
0.09964	9.97E-01	9.89E-01
0.09968	9.98E-01	9.89E-01
0.09972	9.97E-01	9.89E-01
0.09976	9.97E-01	9.89E-01
0.0998	9.97E-01	9.89E-01
0.09984	9.97E-01	9.89E-01
0.09988	9.97E-01	9.89E-01
0.09992	9.97E-01	9.89E-01
0.09996	9.97E-01	9.90E-01
0.1	1.62E-01	9.87E-01
